roman,target,freq,freq_lang,category,status,notes
trokeak,ត្រគាក,3,km,unclassified,approved,
trokiet,ត្រកៀត,1,km,unclassified,approved,
trokietbaong,ត្រកៀតប៉ោង,1,km,unclassified,approved,
trokong,ត្រកង,1,km,unclassified,approved,
trokoul,ត្រកូល,45,km,unclassified,approved,
troksanh,ត្រោកសាញ,1,km,unclassified,approved,
trokuon,ត្រកួន,1,km,unclassified,approved,
trokuonh,ត្រកួញ,1,km,unclassified,approved,
trokuonkontaek,ត្រកួនកន្ទែក,1,km,unclassified,approved,
trokuot,ត្រកួត,1,km,unclassified,approved,
trol,ត្រល់,1,km,unclassified,approved,
trol,ត្រុល,1,km,unclassified,approved,
trol,ត្រុលៗ,1,km,unclassified,approved,
trolach,ត្រឡាច,2,km,unclassified,approved,
trolaengkaeng,ត្រឡែងកែង,1,km,unclassified,approved,
trolaok,ត្រឡោក,1,km,unclassified,approved,
trolay,ត្រឡាយ,1,km,unclassified,approved,
troleang,ត្រលាំង,1,km,unclassified,approved,
troleat,ត្រលាត់,1,km,unclassified,approved,
trolin,ត្រលិន,1,km,unclassified,approved,
troloam,ត្រឡុំ,1,km,unclassified,approved,
trolob,ត្រលប់,1,km,unclassified,approved,
trolob,ត្រឡប់,846,km,unclassified,approved,
trolobchea,ត្រឡប់ជា,1,km,unclassified,approved,
trolok,ត្រឡក,1,km,unclassified,approved,
trolong,ត្រឡុង,1,km,unclassified,approved,
trolop,ត្រលប់,1,km,unclassified,approved,
troluch,ត្រលុច,1,km,unclassified,approved,
tromeaeng,ត្រមែង,1,km,unclassified,approved,
tromiech,ត្រមៀច,1,km,unclassified,approved,
tromok,ត្រមក់,1,km,unclassified,approved,
tromong,ត្រមង់,1,km,unclassified,approved,
tromouch,ត្រមោច,1,km,unclassified,approved,
tromoul,ត្រមោល,1,km,unclassified,approved,
tromoung,ត្រមោង,1,km,unclassified,approved,
tromul,ត្រមុល,1,km,unclassified,approved,
tron,ត្រុនៗ,1,km,unclassified,approved,
tronakochett,ត្រណាក់ចិត្ត,1,km,unclassified,approved,
tronaot,ត្រណោត,1,km,unclassified,approved,
trong,ត្រង,15,km,unclassified,approved,
trong,ត្រង់,1387,km,unclassified,approved,
trongaul,ត្រងើល,1,km,unclassified,approved,
trongeal,ត្រងាល,1,km,unclassified,approved,
trongil,ត្រងិល,1,km,unclassified,approved,
trongona,ត្រង់ណា,4,km,unclassified,approved,
trongoul,ត្រងោល,2,km,unclassified,approved,
tronom,ត្រណម,3,km,unclassified,approved,
tropae,ត្រប៉ែ,1,km,unclassified,approved,
tropeang,ត្រពាំង,35,km,unclassified,approved,
tropeangy,ត្រពាំងពាយ,1,km,unclassified,approved,
tropel,ត្រប៉ិល,1,km,unclassified,approved,
troping,ត្រពីង,1,km,unclassified,approved,
tropork,ត្រប៉ក់,1,km,unclassified,approved,
troporkk,ត្រប៉ក់,1,km,unclassified,approved,
tropouk,ត្រពោក,1,km,unclassified,approved,
tropuen,ត្រពឹន,1,km,unclassified,approved,
tror,ត្រ,4629,km,unclassified,approved,
trorbaek,ត្របែក,2,km,unclassified,approved,
tros,ត្រស់,1,km,unclassified,approved,
trosab,ត្រសាប់,1,km,unclassified,approved,
trosaet,ត្រសែត,1,km,unclassified,approved,
trosal,ត្រសាល់,1,km,unclassified,approved,
trosaol,ត្រសោល,1,km,unclassified,approved,
trosaom,ត្រសោម,1,km,unclassified,approved,
trosay,ត្រសាយ,1,km,unclassified,approved,
trosde,ត្រស្ដិ,1,km,unclassified,approved,
troseh,ត្រសេះ,1,km,unclassified,approved,
trosiek,ត្រសៀក,1,km,unclassified,approved,
trosoam,ត្រសុំ,1,km,unclassified,approved,
trosok,ត្រសក់,31,km,unclassified,approved,
trosok,ត្រសុក,1,km,unclassified,approved,
trosol,ត្រសុល,1,km,unclassified,approved,
trosong,ត្រសង,1,km,unclassified,approved,
trosos,ត្រសុស,1,km,unclassified,approved,
trosoul,ត្រសូល,1,km,unclassified,approved,
trot,ត្រតៗ,1,km,unclassified,approved,
trot,ត្រួត,452,km,unclassified,approved,
trothoeang,ត្រថឿង,1,km,unclassified,approved,
trothok,ត្រថុក,1,km,unclassified,approved,
troul,ត្រូល,18,km,unclassified,approved,
trout,ត្រួត,452,km,unclassified,approved,
trouvban,ត្រូវប៉ាន់,22,km,unclassified,approved,
trouvoy,ត្រូវឲ្យ,6,km,unclassified,approved,
trov,ត្រូវ,32585,km,unclassified,approved,
trovkar,ត្រូវការ,2,km,unclassified,approved,
troy,ត្រុយ,1,km,unclassified,approved,
troyong,ត្រយង,1,km,unclassified,approved,
troyong,ត្រយង់,1,km,unclassified,approved,
troyung,ត្រយូង,1,km,unclassified,approved,
troyungchek,ត្រយូងចេក,1,km,unclassified,approved,
truos,ត្រួស,24,km,unclassified,approved,
truos,ត្រួសៗ,1,km,unclassified,approved,
truostray,ត្រួសត្រាយ,9,km,unclassified,approved,
truot,ត្រួត,452,km,unclassified,approved,
truottra,ត្រួតត្រា,1,km,unclassified,approved,
truoy,ត្រួយ,6,km,unclassified,approved,
trut,ត្រួត,452,km,unclassified,approved,
tser,សរសើរ,2636,km,unclassified,approved,
tt,ទៀត,25967,km,unclassified,approved,
tt,ទៅ,58083,km,unclassified,approved,
ttaby,ទារក,618,km,unclassified,disabled,
ttae,ទេ,21228,km,unclassified,rejected,
ttaeh,ទែះ,1,km,unclassified,approved,
ttaelmael,ទែលមែល,1,km,unclassified,approved,
ttaelmov,ទែលម៉ូវ,1,km,unclassified,approved,
ttaeng,ទាំង,36552,km,unclassified,approved,
ttaeng,ទែង,26,km,unclassified,approved,
ttaenttoy,ទែនទយ,1,km,unclassified,approved,
ttaep,ទែព,1,km,unclassified,approved,
ttamil,ទមិឡ,1,km,unclassified,approved,
ttang,ទាំង,36552,km,unclassified,approved,
ttangmoul,ទាំងមូល,1,km,unclassified,approved,
ttangmul,ទាំងមូល,1,km,unclassified,approved,
ttaubtae,ទើបតែ,173,km,unclassified,approved,
ttauch,ទោច,15,km,unclassified,approved,
ttaukmomauk,ទើកមមើក,1,km,unclassified,approved,
ttaum,ទើមៗ,1,km,unclassified,approved,
ttaung,ទើង,4,km,unclassified,approved,
ttaung,ទោង,14,km,unclassified,approved,
ttaungmaung,ទើងមើង,1,km,unclassified,approved,
ttaur,ទើរ,18,km,unclassified,approved,
ttaus,ទើស,3,km,unclassified,approved,
ttaut,ទើត,1,km,unclassified,approved,
ttauttaung,ទើតទើង,1,km,unclassified,approved,
ttautterng,ទើតទើង,1,km,unclassified,approved,
tte,ទេ,21228,km,unclassified,approved,
ttea,ទា,478,km,unclassified,approved,
ttea,ទារ,598,km,unclassified,approved,
tteab,ទាប,655,km,unclassified,approved,
tteach,ទាច,1,km,unclassified,approved,
tteah,ទះ,168,km,unclassified,approved,
tteahean,ទាហាន,55,km,unclassified,approved,
tteahkach,ទះកាច់,1,km,unclassified,approved,
tteak,ទាក,4,km,unclassified,approved,
tteak,ទាក់,5025,km,unclassified,approved,
tteakban,ទៈបាន,1,km,unclassified,approved,
tteakteam,ទាក់ទាម,1,km,unclassified,approved,
tteakteanh,ទាក់ទាញ,427,km,unclassified,approved,
tteaktenh,ទាក់ទាញ,427,km,unclassified,approved,
tteaktin,ទាក់ទិន,1,km,unclassified,approved,
