roman,target,freq,freq_lang,category,status,notes
khlob,ខ្លប,1,km,unclassified,approved,
khlobkhlach,ខ្លបខ្លាច,1,km,unclassified,approved,
khloch,ខ្លោច,100,km,unclassified,approved,
khloem,ខ្លឹម,200,km,unclassified,approved,
khloh,ខ្លុះ,1,km,unclassified,approved,
khlok,ខ្លុក,1,km,unclassified,approved,
khlong,ខ្លុង,3,km,unclassified,approved,
khloun,ខ្លួន,27763,km,unclassified,approved,
khlout,ខ្លូត,4,km,unclassified,approved,
khloy,ខ្លុយ,4,km,unclassified,approved,
khmakhmuor,ខ្មោះខ្មួរ,1,km,unclassified,approved,
khman,ខ្មាន់,41,km,unclassified,approved,
khmang,ខ្មង,6,km,unclassified,approved,
khmang,ខ្មាំង,12,km,unclassified,approved,
khmangmil,ខ្មាំងមិល,1,km,unclassified,approved,
khmanh,ខ្មាញ់,15,km,unclassified,approved,
khmaoch,ខ្មោច,262,km,unclassified,approved,
khmaoh,ខ្មោះ,2,km,unclassified,approved,
khmas,ខ្មាស,124,km,unclassified,approved,
khmav,ខ្មៅ,1403,km,unclassified,approved,
khmay,ខ្មាយ,1,km,unclassified,approved,
khme,ខ្មេរ,1,km,unclassified,approved,
khmeh,ខ្មេះ,29,km,unclassified,approved,
khmei,ខ្មី,1,km,unclassified,approved,
khmeikhmeat,ខ្មីឃ្មាត,1,km,unclassified,approved,
khmeng,ក្មេង,7072,km,unclassified,approved,
khmer,ខ្មែរ,3386,km,unclassified,approved,
khmeut,ខ្មឺត,1,km,unclassified,approved,
khmok,ខ្មុក,16,km,unclassified,approved,
khmol,ខ្មុល,1,km,unclassified,approved,
khmong,ខ្មង,6,km,unclassified,approved,
khmouch,ខ្មោច,262,km,unclassified,approved,
khmour,ខ្មូរ,1,km,unclassified,approved,
khmout,ខ្មូត,5,km,unclassified,approved,
khmuol,ខ្មួល,14,km,unclassified,approved,
khmuonh,ខ្មួញ,1,km,unclassified,approved,
khmuor,ខ្មួរ,1,km,unclassified,approved,
khmuoy,ខ្មួយ,1,km,unclassified,approved,
khnab,ខ្នប់,1,km,unclassified,approved,
khnab,ខ្នាប,1,km,unclassified,approved,
khnach,ខ្នាច,1,km,unclassified,approved,
khnach,ខ្នាច់,1,km,unclassified,approved,
khnaeng,ខ្នែង,31,km,unclassified,approved,
khnaeut,ខ្នើត,3,km,unclassified,approved,
khnaeuy,ខ្នើយ,107,km,unclassified,approved,
khnahkhnaeng,ខ្នះខ្នែង,1,km,unclassified,approved,
khnal,ខ្នល់,1,km,unclassified,approved,
khnan,ខ្នន់,1,km,unclassified,approved,
khnan,ខ្នាន,1,km,unclassified,approved,
khnan,ខ្នាន់,1,km,unclassified,approved,
khnankhnab,ខ្នាន់ខ្នាប់,1,km,unclassified,approved,
khnaoh,ខ្នោះ,74,km,unclassified,approved,
khnaos,ខ្នោស,1,km,unclassified,approved,
khnar,ខ្នារ,13,km,unclassified,approved,
khnat,ខ្នាត,332,km,unclassified,approved,
khnau,ខ្នៅ,1,km,unclassified,approved,
khnay,ខ្នាយ,191,km,unclassified,approved,
khnech,ខ្និច,1,km,unclassified,approved,
khnery,ខ្នើយ,107,km,unclassified,approved,
khnet,ខ្និត,1,km,unclassified,approved,
khneub,ខ្នឺប,1,km,unclassified,approved,
khneuy,ខ្នើយ,107,km,unclassified,approved,
khnhaek,ខ្ញែក,13,km,unclassified,approved,
khnhaekkhnhak,ខ្ញែកខ្ញក,1,km,unclassified,approved,
khnhaekkhnhok,ខ្ញែកខ្ញក,1,km,unclassified,approved,
khnhaem,ខ្ញែម,1,km,unclassified,approved,
khnhaer,ខ្ញែរ,1,km,unclassified,approved,
khnhaet,ខ្ញែតៗ,1,km,unclassified,approved,
khnhaeuch,ខ្ញើច,1,km,unclassified,approved,
khnhak,ខ្ញក,1,km,unclassified,approved,
khnhak,ខ្ញាក,4,km,unclassified,approved,
khnhal,ខ្ញាល់,3,km,unclassified,approved,
khnham,ខ្ញម,1,km,unclassified,approved,
khnham,ខ្ញាំ,1,km,unclassified,approved,
khnhang,ខ្ញង់,97,km,unclassified,approved,
khnhaok,ខ្ញោក,1,km,unclassified,approved,
khnhar,ខ្ញារ,1,km,unclassified,approved,
khnhei,ខ្ញី,138,km,unclassified,approved,
khnheivkhnhouv,ខ្ញីវខ្ញូវ,1,km,unclassified,approved,
khnhek,ខ្ញិកៗ,1,km,unclassified,approved,
khnhekkhnhok,ខ្ញិកខ្ញុក,1,km,unclassified,approved,
khnhel,ខ្ញិលៗ,1,km,unclassified,approved,
khnhiev,ខ្ញៀវ,1,km,unclassified,approved,
khnhievkhnha,ខ្ញៀវខ្ញារ,1,km,unclassified,approved,
khnhoamkamdar,ខ្ញុំកំដរ,1,km,unclassified,approved,
khnhoamkamdor,ខ្ញុំកំដរ,1,km,unclassified,approved,
khnhoeng,ខ្ញឹង,1,km,unclassified,approved,
khnhok,ខ្ញក,1,km,unclassified,approved,
khnhokkhnhouv,ខ្ញុកខ្ញូវ,1,km,unclassified,approved,
khnhom,ខ្ញម,1,km,unclassified,approved,
khnhom,ខ្ញុំ,9945,km,unclassified,approved,
khnhong,ខ្ញង់,97,km,unclassified,approved,
khnhong,ខ្ញុង,83,km,unclassified,approved,
khnhouch,ខ្ញូច,1,km,unclassified,approved,
khnier,ខ្នៀរ,1,km,unclassified,approved,
khnies,ខ្នៀស,1,km,unclassified,approved,
khnob,ខ្នប់,1,km,unclassified,approved,
khnol,ខ្នល់,1,km,unclassified,approved,
khnom,ខ្ញុំ,9945,km,unclassified,approved,
khnon,ខ្នន់,1,km,unclassified,approved,
khnor,ខ្នុរ,23,km,unclassified,approved,
khnorng,ខ្នង,810,km,unclassified,approved,
khnorsamlor,ខ្នុរសម្ល,1,km,unclassified,approved,
khnorsomlor,ខ្នុរសម្ល,1,km,unclassified,approved,
khnuoch,ខ្នួច,1,km,unclassified,approved,
khnuot,ខ្នួត,1,km,unclassified,approved,
khnuotaambaoh,ខ្នួតអំបោះ,1,km,unclassified,approved,
khoadkor,ខ័ឌ្គ,1,km,unclassified,approved,
